identifier,pmid,doi,pmc,title,year,journal,publication_types,evidence_tier,what_it_measured,direction,classification_cardiac_plasma_source,verification_note,how_record_was_found
PMID:30184530,30184530,10.1159/000493236,,miR-137 Inhibits Proliferation and Metastasis of Hypertrophic Scar Fibroblasts via Targeting Pleiotrophin.,2018,Cell Physiol Biochem,Journal Article; Retracted Publication,irrelevant,"PTN mRNA/protein in hypertrophic scar tissue fibroblasts, human",up_vs_control,irrelevant,,abstract_search
PMID:30226583,30226583,10.3892/ijo.2018.4540,PMC6192765,Knockdown of pleiotrophin increases the risk of preeclampsia following vitrified-thawed embryo transfer.,2018,Int J Oncol,Journal Article,irrelevant,"PTN serum in preeclampsia patients/mice, not cardiac disease",not_applicable,irrelevant,,abstract_search
PMID:30327824,30327824,10.1007/s00125-018-4746-4,,"Pleiotrophin deletion alters glucose homeostasis, energy metabolism and brown fat thermogenic function in mice.",2018,Diabetologia,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"Ptn gene deletion in mice; tissue mRNA and metabolic variables, not plasma PTN protein",not_applicable,irrelevant,,abstract_search
PMID:30096337,30096337,10.1016/j.dci.2018.08.005,,"Identification and functional characterization of amphioxus Miple, ancestral type of vertebrate midkine/pleiotrophin homologues.",2018,Dev Comp Immunol,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"BjMiple (PTN/MK homologue) expression in amphioxus tissue, not human plasma",not_applicable,irrelevant,,abstract_search
PMID:29085079,29085079,10.1038/s41598-017-14331-x,PMC5662603,Asymmetric Sensory-Motor Regeneration of Transected Peripheral Nerves Using Molecular Guidance Cues.,2017,Sci Rep,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",irrelevant,"PTN as growth factor in nerve guide conduits, rodent peripheral nerve regeneration model",not_applicable,irrelevant,,abstract_search
PMID:29275231,29275231,10.1016/j.ejmech.2017.11.080,PMC5817915,Development of inhibitors of receptor protein tyrosine phosphatase &#x3b2;/&#x3b6; (PTPRZ1) as candidates for CNS disorders.,2017,Eur J Med Chem,Journal Article,irrelevant,"no PTN measurement; small-molecule PTPRZ1 inhibitors mimicking PTN activity, CNS/drug design study",not_applicable,irrelevant,,abstract_search
PMID:29286069,29286069,10.3892/ijmm.2017.3332,PMC5819923,A 16-gene expression signature to distinguish stage&#xa0;I from stage&#xa0;II lung squamous carcinoma.,2017,Int J Mol Med,Journal Article,irrelevant,"PTN mRNA expression in lung squamous carcinoma tissue microarray data, human",not_applicable,irrelevant,,abstract_search
PMID:28259175,28259175,10.1186/s12974-017-0823-8,PMC5336633,Pleiotrophin regulates microglia-mediated neuroinflammation.,2017,J Neuroinflammation,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN transgenic brain overexpression, cytokines in mouse PFC tissue; NO in BV2 microglial cells",not_applicable,irrelevant,,abstract_search
PMID:28356350,28356350,10.1189/jlb.3MR1116-475R,PMC5505752,From top to bottom: midkine and pleiotrophin as emerging players in immune regulation.,2017,J Leukoc Biol,Journal Article; Review,irrelevant,"none; review of MK/PTN cytokine biology in immunity, no plasma/tissue measurement",not_applicable,irrelevant,,abstract_search
PMID:28758253,28758253,10.1111/rda.13031,,miR-182 selectively targets HOXA10 in goat endometrial epithelium cells in vitro.,2017,Reprod Domest Anim,Journal Article,irrelevant,PTN protein levels in goat endometrial epithelial cells in vitro,not_applicable,irrelevant,,abstract_search
PMID:28447229,28447229,10.1007/s10456-017-9557-6,PMC5658272,Pathogenic role and therapeutic potential of pleiotrophin in mouse models of ocular vascular disease.,2017,Angiogenesis,Journal Article,irrelevant,"Pleiotrophin in vitreous fluid (human, cited prior work) and mouse ocular tissue models; not cardiac or plasma",not_applicable,irrelevant,,abstract_search
PMID:28616017,28616017,10.4103/1673-5374.206630,PMC5461598,Inhibition and enhancement of neural regeneration by chondroitin sulfate proteoglycans.,2017,Neural Regen Res,Journal Article; Review,irrelevant,none; review of HB-GAM/CSPG neurite outgrowth mechanisms in CNS,not_applicable,irrelevant,,abstract_search
PMID:29061398,29061398,10.1016/j.neulet.2017.10.038,,Endogenous pleiotrophin and midkine regulate LPS-induced glial responses.,2017,Neurosci Lett,Journal Article,irrelevant,"PTN gene knockout effects on glial cells, brain tissue and BV2 microglial cell line, mice",not_applicable,irrelevant,,abstract_search
PMID:29241709,29241709,10.1016/j.neulet.2017.12.024,,Regulation of Pleiotrophin and Fyn in the striatum of rats undergoing L-DOPA-induced dyskinesia.,2017,Neurosci Lett,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN immunoreactivity in striatal neurons (brain tissue), rat",up_vs_control,irrelevant,,abstract_search
PMID:27089523,27089523,10.1371/journal.pone.0153325,PMC4835047,Midkine and Pleiotrophin Concentrations in Amniotic Fluid in Healthy and Complicated Pregnancies.,2016,PLoS One,"Journal Article; Research Support, N.I.H., Intramural; Research Support, Non-U.S. Gov't",irrelevant,"MDK and PTN in human amniotic fluid, not plasma/serum, not cardiac",not_applicable,irrelevant,,abstract_search
PMID:27294500,27294500,10.1038/srep27974,PMC4904793,Proteomic analysis of egg white heparin-binding proteins: towards the identification of natural antibacterial molecules.,2016,Sci Rep,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"Pleiotrophin in chicken egg white, mass spectrometry, non-human, non-cardiac",not_applicable,irrelevant,,abstract_search
PMID:27465069,27465069,10.1007/s00403-016-1678-z,,Pleiotrophin is downregulated in human keloids.,2016,Arch Dermatol Res,Journal Article,irrelevant,PTN protein/mRNA in keloid vs normal skin fibroblasts (human tissue/cells),down_vs_control,irrelevant,,abstract_search
PMID:27811141,27811141,10.1126/scisignal.aag0487,PMC8087215,A glucocorticoid- and diet-responsive pathway toggles adipocyte precursor cell activity in vivo.,2016,Sci Signal,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",irrelevant,"PTN mRNA/protein in mouse and human adipose tissue and adipocytes, not plasma; no cardiac context",up_vs_control,irrelevant,,abstract_search
PMID:28011623,28011623,10.1158/0008-5472.CAN-16-1982,PMC5321582,Sunitinib Treatment Enhances Metastasis of Innately Drug-Resistant Breast Tumors.,2016,Cancer Res,Journal Article,irrelevant,Pleiotrophin mRNA (transcriptomic) in murine breast tumor tissue,up_vs_control,irrelevant,,abstract_search
PMID:25582077,25582077,10.1016/j.mvr.2015.01.001,,Pleiotrophin-induced endothelial cell migration is regulated by xanthine oxidase-mediated generation of reactive oxygen species.,2015,Microvasc Res,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,PTN effect on ROS in HUVEC and prostate cancer cells; no plasma measurement,not_applicable,irrelevant,,abstract_search
PMID:25596181,25596181,10.1136/gutjnl-2014-308176,PMC4504836,Pleiotrophin regulates the ductular reaction by controlling the migration of cells in liver progenitor niches.,2015,Gut,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",irrelevant,"PTN protein/mRNA in mouse liver tissue and human liver biopsies; not plasma, not cardiac",not_applicable,irrelevant,,abstract_search
PMID:25617851,25617851,10.1371/journal.pone.0115523,PMC4305314,The effects of pleiotrophin in proliferative diabetic retinopathy.,2015,PLoS One,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN in vitreous humor, human, diabetic retinopathy patients vs controls",up_vs_control,irrelevant,,abstract_search
PMID:25644401,25644401,10.1186/s12943-015-0287-3,PMC4323219,Receptor protein tyrosine phosphatase beta/zeta is a functional binding partner for vascular endothelial growth factor.,2015,Mol Cancer,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN/RPTPβ/ζ protein-protein interactions in HUVEC, U87MG glioma, CHO cells; no plasma/serum measurement",not_applicable,irrelevant,,abstract_search
PMID:26046300,26046300,10.1021/acs.chemrestox.5b00130,,Chronic Cocaine Use Causes Changes in the Striatal Proteome Depending on the Endogenous Expression of Pleiotrophin.,2015,Chem Res Toxicol,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN protein/phosphoproteome, striatal brain tissue, mouse (PTN-/-, PTN-Tg, WT)",not_applicable,irrelevant,,abstract_search
PMID:26073176,26073176,10.1039/c5fo00304k,,The impact of fertilization on the chicken egg yolk plasma and granule proteome 24 hours post-lay at room temperature: capitalizing on high-pH/low-pH reverse phase chromatography in conjunction with tandem mass tag (TMT) technology.,2015,Food Funct,Journal Article,irrelevant,"Pleiotrophin in chicken egg yolk proteome, not human, not cardiac",not_applicable,irrelevant,,abstract_search
PMID:26338327,26338327,10.1523/JNEUROSCI.2127-15.2015,PMC6605312,Inactivation of Protein Tyrosine Phosphatase Receptor Type Z by Pleiotrophin Promotes Remyelination through Activation of Differentiation of Oligodendrocyte Precursor Cells.,2015,J Neurosci,Journal Article,irrelevant,"PTN expression in mouse brain tissue/neurons and oligodendrocyte-lineage cells; not plasma, not cardiac",not_applicable,irrelevant,,abstract_search
PMID:25620911,25620911,10.3389/fncel.2014.00443,PMC4287103,"Pleiotrophin as a central nervous system neuromodulator, evidences from the hippocampus.",2015,Front Cell Neurosci,Journal Article; Review,irrelevant,"none; review of PTN as CNS neuromodulator, hippocampus, mouse KO studies",not_applicable,irrelevant,,abstract_search
PMID:25808239,25808239,10.2174/1574889810666150326103916,,Midkine and Pleiotrophin in the Treatment of Neurodegenerative Diseases and Drug Addiction.,2015,Recent Pat CNS Drug Discov,"Journal Article; Research Support, Non-U.S. Gov't; Review",irrelevant,"none - review of PTN/MK in neurodegeneration and addiction, not cardiac",not_applicable,irrelevant,,abstract_search
PMID:26170807,26170807,10.4103/1673-5374.155416,PMC4424739,Pleiotrophin fights Brd2 for neuronal differentiation.,2015,Neural Regen Res,Journal Article,irrelevant,not stated - abstract unavailable,not_applicable,irrelevant,,abstract_search
PMID:23889475,23889475,10.1111/bph.12312,PMC3925022,Targeting midkine and pleiotrophin signalling pathways in addiction and neurodegenerative disorders: recent progress and perspectives.,2014,Br J Pharmacol,"Journal Article; Research Support, Non-U.S. Gov't; Review",irrelevant,"none; review of MK/PTN in brain regions and addiction/neurodegeneration, not plasma cardiac measurement",not_applicable,irrelevant,,abstract_search
PMID:25456495,25456495,10.1016/j.injury.2014.10.013,,The role of pleiotrophin in bone repair.,2014,Injury,Journal Article; Review,irrelevant,"none; review of PTN role in bone repair/angiogenesis, no cardiac or plasma measurement",not_applicable,irrelevant,,abstract_search
PMID:24473254,24473254,10.1093/ajh/hpt283,PMC3915746,Gene-education interactions identify novel blood pressure loci in the Framingham Heart Study.,2014,Am J Hypertens,"Journal Article; Research Support, N.I.H., Extramural",irrelevant,"SNP genotype in PTN gene locus, human blood samples; no PTN protein measured",not_applicable,irrelevant,,abstract_search
PMID:24498267,24498267,10.1371/journal.pone.0085924,PMC3911912,Binding of Y-P30 to syndecan 2/3 regulates the nuclear localization of CASK.,2014,PLoS One,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"not applicable; neuronal culture study of Y-P30/PTN binding to syndecan, rat/mouse neurons and cell lines",not_applicable,irrelevant,,abstract_search
PMID:24516627,24516627,10.1371/journal.pone.0088287,PMC3917886,Pleiotrophin commits human bone marrow mesenchymal stromal cells towards hypertrophy during chondrogenesis.,2014,PLoS One,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN effect on hBMSC chondrogenesis, gene/protein expression in vitro, human cells",not_applicable,irrelevant,,abstract_search
PMID:24727451,24727451,10.1016/j.bbrc.2014.04.002,,EGFR trans-activation mediates pleiotrophin-induced activation of Akt and Erk in cultured osteoblasts.,2014,Biochem Biophys Res Commun,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"Ptn signaling in cultured mouse osteoblasts/MC3T3-E1 cells, not plasma, not cardiac",not_applicable,irrelevant,,abstract_search
PMID:24728870,24728870,10.1007/s00429-014-0764-2,,Y-P30 promotes axonal growth by stabilizing growth cones.,2014,Brain Struct Funct,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,no plasma/serum PTN measurement; PTN referenced as syndecan-3 interaction partner in neuronal cell culture,not_applicable,irrelevant,,abstract_search
PMID:25010400,25010400,10.1016/j.neuroscience.2014.06.064,,Cocaine- and amphetamine-regulated transcript facilitates the neurite outgrowth in cortical neurons after oxygen and glucose deprivation through PTN-dependent pathway.,2014,Neuroscience,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN protein in mouse primary cortical neurons (cell culture), not plasma/cardiac",not_applicable,irrelevant,,abstract_search
PMID:25073406,25073406,10.1111/jnc.12841,,Pleiotrophin differentially regulates the rewarding and sedative effects of ethanol.,2014,J Neurochem,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN mRNA/protein in mouse prefrontal cortex tissue, not cardiac, not plasma",up_vs_control,irrelevant,,abstract_search
PMID:25141921,25141921,10.1111/pcmr.12309,,Pleiotrophin inhibits melanogenesis via Erk1/2-MITF signaling in normal human melanocytes.,2014,Pigment Cell Melanoma Res,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,PTN protein/expression in human skin melanocytes and fibroblasts (cell culture),not_applicable,irrelevant,,abstract_search
PMID:25209447,25209447,10.1186/s13075-014-0416-1,PMC4177417,Expression and regulation of neurotrophic and angiogenic factors during human intervertebral disc degeneration.,2014,Arthritis Res Ther,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,Pleiotrophin mRNA/protein in human intervertebral disc NP cells and SH-SY5Y cells,not_applicable,irrelevant,,abstract_search
PMID:25216150,25216150,10.11607/jomi.3708,,Proteomic analysis of porcine bone-conditioned medium.,2014,Int J Oral Maxillofac Implants,Journal Article,irrelevant,"Pleiotrophin in porcine bone-conditioned medium (secretome), non-cardiac, non-plasma",not_applicable,irrelevant,,abstract_search
PMID:25250571,25250571,10.1172/JCI76838,PMC4347246,Pleiotrophin mediates hematopoietic regeneration via activation of RAS.,2014,J Clin Invest,"Journal Article; Research Support, N.I.H., Extramural",irrelevant,"PTN administered systemically in mice; hematopoietic stem/progenitor cells, not cardiac",not_applicable,irrelevant,,abstract_search
PMID:24695857,24695857,10.1242/jcs.147462,PMC4038947,Pleiotrophin antagonizes Brd2 during neuronal differentiation.,2014,J Cell Sci,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",irrelevant,"Ptn-Brd2 interaction in neuronal differentiation, cell/tissue models, not plasma",not_applicable,irrelevant,,abstract_search
PMID:25000129,25000129,10.1371/journal.pone.0100597,PMC4085064,Behavioral and neuroanatomical abnormalities in pleiotrophin knockout mice.,2014,PLoS One,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN gene knockout phenotype, brain tissue (entorhinal cortex), mouse",not_applicable,irrelevant,,abstract_search
PMID:23992440,23992440,10.1111/bph.12353,PMC3925020,Structure and function of midkine as the basis of its pharmacological effects.,2014,Br J Pharmacol,Journal Article; Review,irrelevant,"none; review of midkine structure/signaling, pleiotrophin only mentioned as family member",not_applicable,irrelevant,,abstract_search
PMID:24941748,24941748,,,[Expression and bioactivity of OSF-1 in Pichia pastoris].,2014,Sheng Wu Gong Cheng Xue Bao,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,recombinant OSF-1/PTN protein expressed and purified from Pichia pastoris broth,not_applicable,irrelevant,,abstract_search
PMID:23403104,23403104,10.1016/j.neulet.2013.01.046,,Pleiotrophin is involved in the amniotic epithelial cell-induced differentiation of human umbilical cord blood-derived mesenchymal stem cells into dopaminergic neuron-like cells.,2013,Neurosci Lett,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN in AEC-conditioned medium/cell culture, human amniotic epithelial cells; not cardiac",not_applicable,irrelevant,,abstract_search
PMID:23459167,23459167,10.1016/j.tox.2013.02.013,,Differential phosphoproteome of the striatum from pleiotrophin knockout and midkine knockout mice treated with amphetamine: correlations with amphetamine-induced neurotoxicity.,2013,Toxicology,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"Phosphoproteins in mouse striatum tissue (PTN-/-, MK-/-, WT), not plasma PTN",not_applicable,irrelevant,,abstract_search
PMID:23625998,23625998,10.1093/jb/mvt035,,The heparin-binding growth factor midkine: the biological activities and candidate receptors.,2013,J Biochem,"Journal Article; Research Support, Non-U.S. Gov't; Review",irrelevant,"not measured; review of midkine biology, pleiotrophin mentioned only as family member",not_applicable,irrelevant,,abstract_search
PMID:23891929,23891929,10.1016/j.bbr.2013.07.026,,Regulation of extinction of cocaine-induced place preference by midkine is related to a differential phosphorylation of peroxiredoxin 6 in dorsal striatum.,2013,Behav Brain Res,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN gene knockout mice; brain striatal/prefrontal cortex protein phosphorylation, mouse",not_applicable,irrelevant,,abstract_search
PMID:24096156,24096156,10.1016/j.tox.2013.09.014,,Phosphoproteomic analysis of the striatum from pleiotrophin knockout and midkine knockout mice treated with cocaine reveals regulation of oxidative stress-related proteins potentially underlying cocaine-induced neurotoxicity and neurodegeneration.,2013,Toxicology,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,Phosphoproteins in mouse striatum tissue (PTN/MK knockout mice),not_applicable,irrelevant,,abstract_search
PMID:24372230,24372230,10.2174/1389201014666131226114919,,"Efficient expression and purification of recombinant therapeutic protein candidates, human midkine and pleiotrophin.",2013,Curr Pharm Biotechnol,Journal Article,irrelevant,recombinant midkine and pleiotrophin protein expression/purification in Pichia pastoris; no biological sample measured,not_applicable,irrelevant,,abstract_search
PMID:25065136,25065136,,,"[Cell therapy using stem cells: trophic factor, differentiation, and cell transplantation].",2013,Nihon Shinkei Seishin Yakurigaku Zasshi,English Abstract; Journal Article; Review,irrelevant,"Pleiotrophin as trophic factor in rat striatum/brain tissue, not plasma; no cardiac context",not_applicable,irrelevant,,abstract_search
PMID:24015201,24015201,10.1371/journal.pone.0072028,PMC3756024,Effects of pleiotrophin overexpression on mouse skeletal muscles in normal loading and in actual and simulated microgravity.,2013,PLoS One,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN overexpression in mouse skeletal muscle (soleus/EDL tissue), transgenic mice",not_applicable,irrelevant,,abstract_search
PMID:23707299,23707299,10.1016/j.expneurol.2013.05.007,PMC3742710,"Schwann cell phenotype is regulated by axon modality and central-peripheral location, and persists in vitro.",2013,Exp Neurol,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",irrelevant,"PTN mRNA/gene expression in rat Schwann cells (nerve tissue), not plasma or cardiac",not_applicable,irrelevant,,abstract_search
PMID:24194844,24194844,10.1371/journal.pone.0076684,PMC3806798,Fsh controls gene expression in fish both independently of and through steroid mediation.,2013,PLoS One,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't",irrelevant,midkine a (pleiotrophin-related gene) mRNA in rainbow trout testis explants,not_applicable,irrelevant,,abstract_search
PMID:23077670,23077670,10.1371/journal.pone.0047876,PMC3471873,Pleiotrophin (PTN) expression and function and in the mouse mammary gland and mammary epithelial cells.,2012,PLoS One,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",irrelevant,PTN mRNA/protein in mouse mammary gland tissue and epithelial cells,down_vs_control,irrelevant,,abstract_search
PMID:23100427,23100427,10.1523/JNEUROSCI.1320-12.2012,PMC3700539,Pleiotrophin suppression of receptor protein tyrosine phosphatase-&#x3b2;/&#x3b6; maintains the self-renewal competence of fetal human oligodendrocyte progenitor cells.,2012,J Neurosci,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",irrelevant,"Pleiotrophin/PTPRZ1 signaling in human fetal oligodendrocyte progenitor cells, not cardiac",not_applicable,irrelevant,,abstract_search
PMID:23129769,23129769,10.1074/jbc.M112.412676,PMC3527926,Construction of a chondroitin sulfate library with defined structures and analysis of molecular interactions.,2012,J Biol Chem,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"Pleiotrophin used as CS-binding protein in ELISA/SPR, not measured in plasma/tissue",not_applicable,irrelevant,,abstract_search
PMID:23161541,23161541,10.1074/jbc.M112.387076,PMC3537032,Interplay between &#x3b1;v&#x3b2;3 integrin and nucleolin regulates human endothelial and glioma cell migration.,2012,J Biol Chem,"Journal Article; Research Support, N.I.H., Extramural",irrelevant,no plasma/serum PTN measured; cell surface nucleolin/integrin signaling in endothelial and glioma cells,not_applicable,irrelevant,,abstract_search
PMID:22423616,22423616,10.1186/2045-824X-4-4,PMC3379939,Pleiotrophin expression and role in physiological angiogenesis in vivo: potential involvement of nucleolin.,2012,Vasc Cell,Journal Article,irrelevant,PTN mRNA/protein in chicken CAM tissue and human endothelial cells (in vitro),not_applicable,irrelevant,,abstract_search
PMID:22438896,22438896,10.1371/journal.pone.0033179,PMC3305296,Bone turnover in wild type and pleiotrophin-transgenic mice housed for three months in the International Space Station (ISS).,2012,PLoS One,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN transgene expression in bone tissue, mouse (Wt/PTN-Tg)",not_applicable,irrelevant,,abstract_search
PMID:22496782,22496782,10.1371/journal.pone.0034215,PMC3319562,Chicken pleiotrophin: regulation of tissue specific expression by estrogen in the oviduct and distinct expression pattern in the ovarian carcinomas.,2012,PLoS One,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN mRNA/protein in chicken oviduct, ovary, and tissue; not plasma, not human",not_applicable,irrelevant,,abstract_search
PMID:22871361,22871361,10.1016/j.pep.2012.07.009,,Recombinant expression and purification of heparin binding proteins: midkine and pleiotrophin from Escherichia coli.,2012,Protein Expr Purif,Journal Article,irrelevant,"Recombinant human/mouse MDK and human PTN expressed in E. coli, purified protein",not_applicable,irrelevant,,abstract_search
PMID:23000062,23000062,10.1016/j.neures.2012.09.001,,Pleiotrophin promotes microglia proliferation and secretion of neurotrophic factors by activating extracellular signal-regulated kinase 1/2 pathway.,2012,Neurosci Res,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN expression in rat microglia cell culture (in vitro), not cardiac, not plasma",not_applicable,irrelevant,,abstract_search
PMID:23054143,23054143,10.1007/s10735-012-9453-8,,Elevated expression of pleiotrophin in human hypertrophic scars.,2012,J Mol Histol,Journal Article,irrelevant,PTN mRNA/protein in human hypertrophic scar and normal skin tissue,up_vs_control,irrelevant,,abstract_search
PMID:22382872,22382872,10.1369/0022155412439316,PMC3351233,Pleiotrophin expression during odontogenesis.,2012,J Histochem Cytochem,"Journal Article; Research Support, N.I.H., Extramural",irrelevant,PTN mRNA/protein in mouse dental cell lines and tissue (tooth/mandible),not_applicable,irrelevant,,abstract_search
PMID:23019154,23019154,10.1093/glycob/cws137,,Highly sulfated hexasaccharide sequences isolated from chondroitin sulfate of shark fin cartilage: insights into the sugar sequences with bioactivities.,2012,Glycobiology,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,chondroitin sulfate oligosaccharides from shark cartilage; no PTN measurement,not_applicable,irrelevant,,abstract_search
PMID:21375485,21375485,10.2174/138161211795164103,,Connecting Parkinson's disease and drug addiction: common players reveal unexpected disease connections and novel therapeutic approaches.,2011,Curr Pharm Des,"Journal Article; Research Support, Non-U.S. Gov't; Review",irrelevant,no measurement; review of PTN signaling in Parkinson's disease and drug addiction,not_applicable,irrelevant,,abstract_search
PMID:21375486,21375486,10.2174/138161211795164130,,Uncovering new pharmacological targets to treat neuropathic pain by understanding how the organism reacts to nerve injury.,2011,Curr Pharm Des,"Journal Article; Research Support, Non-U.S. Gov't; Review",irrelevant,"not measured; review on PTN in neuropathic pain, not cardiac or plasma",not_applicable,irrelevant,,abstract_search
PMID:21437871,21437871,10.1002/art.30356,PMC3128183,Genetic analyses of interferon pathway-related genes reveal multiple new loci associated with systemic lupus erythematosus.,2011,Arthritis Rheum,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",irrelevant,"genetic SNP association (PTN gene locus), not protein measurement; human",not_applicable,irrelevant,,abstract_search
PMID:21881556,21881556,10.1038/ki.2011.305,,Pleiotrophin triggers inflammation and increased peritoneal permeability leading to peritoneal fibrosis.,2011,Kidney Int,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN mRNA/protein in peritoneal tissue, mesothelial cells, fibroblasts, dialysate effluent; mouse and human",up_vs_control,irrelevant,,abstract_search
PMID:21600196,21600196,10.1016/j.ydbio.2011.05.004,PMC3130836,Growth factor-dependent branching of the ureteric bud is modulated by selective 6-O sulfation of heparan sulfate.,2011,Dev Biol,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",irrelevant,"PTN binding affinity to heparin in vitro; kidney/UB organ culture, rat",not_applicable,irrelevant,,abstract_search
PMID:21928404,21928404,10.1002/cbf.1802,,Effect of pleiotrophin on glutamate-induced neurotoxicity in cultured hippocampal neurons.,2011,Cell Biochem Funct,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN treatment effect on cultured rat hippocampal neurons, not plasma/cardiac",not_applicable,irrelevant,,abstract_search
PMID:21612554,21612554,10.1089/scd.2011.0140,PMC3280606,Identification of mesenchymal stem cells in perinodular fat and skin in Dupuytren's disease: a potential source of myofibroblasts with implications for pathogenesis and therapy.,2011,Stem Cells Dev,"Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"OSF-1 (PTN alias) mRNA expression in Dupuytren's disease tissue (fat, cord, nodule), human",not_applicable,irrelevant,,abstract_search
PMID:22079049,22079049,10.1016/j.jmb.2011.10.048,,The structure of the extracellular domain of the jumping translocation breakpoint protein reveals a variation of the midkine fold.,2011,J Mol Biol,Journal Article,irrelevant,no PTN measurement; structural study of JTB protein fold related to midkine/pleiotrophin,not_applicable,irrelevant,,abstract_search
PMID:20180764,20180764,10.2174/187220810791110679,,Secretory expression of human protein in the Yeast Pichia pastoris by controlled fermentor culture.,2010,Recent Pat Biotechnol,Journal Article; Review,irrelevant,recombinant pleiotrophin protein secreted from Pichia pastoris yeast cells,not_applicable,irrelevant,,abstract_search
PMID:20200993,20200993,10.1002/jbmr.75,,Increased trabecular bone formation in mice lacking the growth factor midkine.,2010,J Bone Miner Res,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"Ptn/Mdk knockout mice bone tissue, mouse, not plasma or cardiac",not_applicable,irrelevant,,abstract_search
PMID:20431264,20431264,10.2183/pjab.86.410,PMC3417803,"Midkine, a heparin-binding cytokine with multiple roles in development, repair and diseases.",2010,Proc Jpn Acad Ser B Phys Biol Sci,Journal Article; Review,irrelevant,"not measured; review discusses midkine biology, mentions pleiotrophin only for sequence homology",not_applicable,irrelevant,,abstract_search
PMID:20565841,20565841,10.1186/1465-9921-11-80,PMC2901351,The role of pleiotrophin and beta-catenin in fetal lung development.,2010,Respir Res,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",irrelevant,"PTN and beta-catenin signaling in fetal lung tissue, review of development",not_applicable,irrelevant,,abstract_search
PMID:20812209,20812209,10.1002/pros.21244,PMC3045659,Expression of pleiotrophin in the prostate is androgen regulated and it functions as an autocrine regulator of mesenchyme and cancer associated fibroblasts and as a paracrine regulator of epithelia.,2010,Prostate,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",irrelevant,"PTN mRNA/protein in prostate tissue/cells, rat/human/mouse, no cardiac or plasma",not_applicable,irrelevant,,abstract_search
PMID:20036837,20036837,10.2741/3637,,Chondroitin sulfate proteoglycans in neural development and plasticity.,2010,Front Biosci (Landmark Ed),"Journal Article; Research Support, Non-U.S. Gov't; Review",irrelevant,"no PTN measurement; review of CSPG-pleiotrophin signaling in neural development, brain tissue",not_applicable,irrelevant,,abstract_search
